timestamp,channel,direction,callsign,morse,text,wpm,mode,toneFrequency,toneWaveform,keyDurationMs
"2026-09-04T15:30:17.840Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:30:19.360Z","CASEVAC","RX","INSTR","-.-","K","15","straight","600","sine","720"
"2026-09-04T15:30:21.520Z","CASEVAC","TX","K1MED","..","I","15","straight","600","sine","240"
"2026-09-04T15:30:22.160Z","CASEVAC","TX","K1MED","-.","N","15","straight","600","sine","400"
"2026-09-04T15:30:22.800Z","CASEVAC","TX","K1MED","...","S","15","straight","600","sine","400"
"2026-09-04T15:30:23.280Z","CASEVAC","TX","K1MED","-","T","15","straight","600","sine","240"
"2026-09-04T15:30:24.080Z","CASEVAC","TX","K1MED",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:30:25.440Z","CASEVAC","TX","K1MED","-..","D","15","straight","600","sine","560"
"2026-09-04T15:30:25.760Z","CASEVAC","TX","K1MED",".","E","15","straight","600","sine","80"
"2026-09-04T15:30:27.280Z","CASEVAC","TX","K1MED","-.-","K","15","straight","600","sine","720"
"2026-09-04T15:30:28.880Z","CASEVAC","TX","K1MED",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:30:29.680Z","CASEVAC","TX","K1MED","--","M","15","straight","600","sine","560"
"2026-09-04T15:30:30.000Z","CASEVAC","TX","K1MED",".","E","15","straight","600","sine","80"
"2026-09-04T15:30:30.800Z","CASEVAC","TX","K1MED","-..","D","15","straight","600","sine","560"
"2026-09-04T15:30:32.160Z","CASEVAC","TX","K1MED",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:30:33.280Z","CASEVAC","TX","K1MED","---","O","15","straight","600","sine","880"
"2026-09-04T15:30:34.240Z","CASEVAC","TX","K1MED","--.","G","15","straight","600","sine","720"
"2026-09-04T15:30:34.560Z","CASEVAC","TX","K1MED",".","E","15","straight","600","sine","80"
"2026-09-04T15:30:35.360Z","CASEVAC","TX","K1MED",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:30:37.680Z","CASEVAC","RX","INSTR","...","S","15","straight","600","sine","400"
"2026-09-04T15:30:38.000Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:30:38.640Z","CASEVAC","RX","INSTR","-.","N","15","straight","600","sine","400"
"2026-09-04T15:30:39.440Z","CASEVAC","RX","INSTR","-..","D","15","straight","600","sine","560"
"2026-09-04T15:30:40.960Z","CASEVAC","RX","INSTR",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:30:42.560Z","CASEVAC","RX","INSTR",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:30:44.080Z","CASEVAC","RX","INSTR","-.-","K","15","straight","600","sine","720"
"2026-09-04T15:30:46.720Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:30:48.320Z","CASEVAC","TX","K1MED",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:30:49.520Z","CASEVAC","TX","K1MED",".-","A","15","straight","600","sine","400"
"2026-09-04T15:30:50.480Z","CASEVAC","TX","K1MED","-...","B","15","straight","600","sine","720"
"2026-09-04T15:30:52.080Z","CASEVAC","TX","K1MED",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:30:53.520Z","CASEVAC","TX","K1MED","..---","2","15","straight","600","sine","1200"
"2026-09-04T15:30:54.800Z","CASEVAC","TX","K1MED","...--","3","15","straight","600","sine","1040"
"2026-09-04T15:30:55.920Z","CASEVAC","TX","K1MED","....-","4","15","straight","600","sine","880"
"2026-09-04T15:30:56.880Z","CASEVAC","TX","K1MED",".....","5","15","straight","600","sine","720"
"2026-09-04T15:30:58.000Z","CASEVAC","TX","K1MED","-....","6","15","straight","600","sine","880"
"2026-09-04T15:30:59.280Z","CASEVAC","TX","K1MED","--...","7","15","straight","600","sine","1040"
"2026-09-04T15:31:00.720Z","CASEVAC","TX","K1MED","---..","8","15","straight","600","sine","1200"
"2026-09-04T15:31:03.200Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:04.800Z","CASEVAC","RX","INSTR",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:31:06.160Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:07.280Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:31:08.240Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:31:08.560Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:31:09.360Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:12.000Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:31:13.440Z","CASEVAC","TX","K1MED","..---","2","15","straight","600","sine","1200"
"2026-09-04T15:31:15.120Z","CASEVAC","TX","K1MED","....-","4","15","straight","600","sine","880"
"2026-09-04T15:31:16.240Z","CASEVAC","TX","K1MED","-....","6","15","straight","600","sine","880"
"2026-09-04T15:31:17.200Z","CASEVAC","TX","K1MED",".....","5","15","straight","600","sine","720"
"2026-09-04T15:31:18.960Z","CASEVAC","TX","K1MED","-----","0","15","straight","600","sine","1520"
"2026-09-04T15:31:20.480Z","CASEVAC","TX","K1MED","-.-","K","15","straight","600","sine","720"
"2026-09-04T15:31:22.080Z","CASEVAC","TX","K1MED",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:31:22.880Z","CASEVAC","TX","K1MED","--","M","15","straight","600","sine","560"
"2026-09-04T15:31:23.200Z","CASEVAC","TX","K1MED",".","E","15","straight","600","sine","80"
"2026-09-04T15:31:24.000Z","CASEVAC","TX","K1MED","-..","D","15","straight","600","sine","560"
"2026-09-04T15:31:26.480Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:27.920Z","CASEVAC","RX","INSTR","..---","2","15","straight","600","sine","1200"
"2026-09-04T15:31:29.280Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:30.400Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:31:31.360Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:31:31.680Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:31:32.480Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:35.120Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:31:36.400Z","CASEVAC","TX","K1MED","...--","3","15","straight","600","sine","1040"
"2026-09-04T15:31:37.600Z","CASEVAC","TX","K1MED",".-","A","15","straight","600","sine","400"
"2026-09-04T15:31:39.200Z","CASEVAC","TX","K1MED",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:31:40.880Z","CASEVAC","TX","K1MED","-.-.","C","15","straight","600","sine","880"
"2026-09-04T15:31:42.480Z","CASEVAC","TX","K1MED",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:31:44.960Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:46.240Z","CASEVAC","RX","INSTR","...--","3","15","straight","600","sine","1040"
"2026-09-04T15:31:47.600Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:48.720Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:31:49.680Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:31:50.000Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:31:50.800Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:53.440Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:31:54.560Z","CASEVAC","TX","K1MED","....-","4","15","straight","600","sine","880"
"2026-09-04T15:31:55.760Z","CASEVAC","TX","K1MED",".-","A","15","straight","600","sine","400"
"2026-09-04T15:31:58.240Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:31:59.360Z","CASEVAC","RX","INSTR","....-","4","15","straight","600","sine","880"
"2026-09-04T15:32:00.720Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:01.840Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:32:02.800Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:32:03.120Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:32:03.920Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:06.560Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:32:07.520Z","CASEVAC","TX","K1MED",".....","5","15","straight","600","sine","720"
"2026-09-04T15:32:09.040Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:32:10.640Z","CASEVAC","TX","K1MED",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:32:11.840Z","CASEVAC","TX","K1MED",".-","A","15","straight","600","sine","400"
"2026-09-04T15:32:13.440Z","CASEVAC","TX","K1MED",".----","1","15","straight","600","sine","1360"
"2026-09-04T15:32:15.920Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:16.880Z","CASEVAC","RX","INSTR",".....","5","15","straight","600","sine","720"
"2026-09-04T15:32:18.240Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:19.360Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:32:20.320Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:32:20.640Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:32:21.440Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:24.080Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:32:25.200Z","CASEVAC","TX","K1MED","-....","6","15","straight","600","sine","880"
"2026-09-04T15:32:26.400Z","CASEVAC","TX","K1MED","-.","N","15","straight","600","sine","400"
"2026-09-04T15:32:28.880Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:30.000Z","CASEVAC","RX","INSTR","-....","6","15","straight","600","sine","880"
"2026-09-04T15:32:31.360Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:32.480Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:32:33.440Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:32:33.760Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:32:34.560Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:37.200Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:32:38.480Z","CASEVAC","TX","K1MED","--...","7","15","straight","600","sine","1040"
"2026-09-04T15:32:40.160Z","CASEVAC","TX","K1MED","-.-.","C","15","straight","600","sine","880"
"2026-09-04T15:32:42.640Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:43.920Z","CASEVAC","RX","INSTR","--...","7","15","straight","600","sine","1040"
"2026-09-04T15:32:45.280Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:46.400Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:32:47.360Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:32:47.680Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:32:48.480Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:51.120Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:32:52.560Z","CASEVAC","TX","K1MED","---..","8","15","straight","600","sine","1200"
"2026-09-04T15:32:53.760Z","CASEVAC","TX","K1MED",".-","A","15","straight","600","sine","400"
"2026-09-04T15:32:55.200Z","CASEVAC","TX","K1MED","..---","2","15","straight","600","sine","1200"
"2026-09-04T15:32:57.680Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:32:59.120Z","CASEVAC","RX","INSTR","---..","8","15","straight","600","sine","1200"
"2026-09-04T15:33:00.480Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:33:01.600Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:33:02.560Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:33:02.880Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:33:03.680Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:33:06.320Z","CASEVAC","TX","K1MED",".-..","L","15","straight","600","sine","720"
"2026-09-04T15:33:07.920Z","CASEVAC","TX","K1MED","----.","9","15","straight","600","sine","1360"
"2026-09-04T15:33:09.280Z","CASEVAC","TX","K1MED","-..","D","15","straight","600","sine","560"
"2026-09-04T15:33:10.080Z","CASEVAC","TX","K1MED","..-","U","15","straight","600","sine","560"
"2026-09-04T15:33:10.720Z","CASEVAC","TX","K1MED","...","S","15","straight","600","sine","400"
"2026-09-04T15:33:11.200Z","CASEVAC","TX","K1MED","-","T","15","straight","600","sine","240"
"2026-09-04T15:33:13.680Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:33:15.280Z","CASEVAC","RX","INSTR","----.","9","15","straight","600","sine","1360"
"2026-09-04T15:33:16.640Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:33:17.760Z","CASEVAC","RX","INSTR","---","O","15","straight","600","sine","880"
"2026-09-04T15:33:18.720Z","CASEVAC","RX","INSTR","--.","G","15","straight","600","sine","720"
"2026-09-04T15:33:19.040Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:33:19.840Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:33:21.520Z","CASEVAC","RX","INSTR","-.-.","C","15","straight","600","sine","880"
"2026-09-04T15:33:22.160Z","CASEVAC","RX","INSTR",".-","A","15","straight","600","sine","400"
"2026-09-04T15:33:22.800Z","CASEVAC","RX","INSTR","...","S","15","straight","600","sine","400"
"2026-09-04T15:33:23.120Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:33:24.080Z","CASEVAC","RX","INSTR","...-","V","15","straight","600","sine","720"
"2026-09-04T15:33:24.720Z","CASEVAC","RX","INSTR",".-","A","15","straight","600","sine","400"
"2026-09-04T15:33:25.840Z","CASEVAC","RX","INSTR","-.-.","C","15","straight","600","sine","880"
"2026-09-04T15:33:27.200Z","CASEVAC","RX","INSTR",".-.","R","15","straight","600","sine","560"
"2026-09-04T15:33:27.520Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:33:28.640Z","CASEVAC","RX","INSTR","-.-.","C","15","straight","600","sine","880"
"2026-09-04T15:33:28.960Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:33:29.440Z","CASEVAC","RX","INSTR","..","I","15","straight","600","sine","240"
"2026-09-04T15:33:30.400Z","CASEVAC","RX","INSTR","...-","V","15","straight","600","sine","720"
"2026-09-04T15:33:30.720Z","CASEVAC","RX","INSTR",".","E","15","straight","600","sine","80"
"2026-09-04T15:33:31.520Z","CASEVAC","RX","INSTR","-..","D","15","straight","600","sine","560"
"2026-09-04T15:33:33.040Z","CASEVAC","RX","INSTR","-.-","K","15","straight","600","sine","720"
